-1 1 0.535436 0.000176995
-1 2 0.372555 6.39367e-05
-1 5 0.200702 5.92098e-05
-1 10 0.116775 4.0885e-05
-1 20 0.0652559 4.71888e-05
-1 50 0.0291562 1.19874e-05
-1 100 0.0155647 1.11662e-05
-1 200 0.0082335 8.65303e-06
-1 500 0.00350964 5.81543e-06
-1 1000 0.00183 1.93474e-06
-1 2000 0.000951824 1.76307e-06
-1 5000 0.000399431 1.27074e-06
-1 10000 0.000207842 1.09009e-06
100 1 0.533625 0.000194232
100 2 0.370539 0.000158366
100 5 0.199363 0.000110774
100 10 0.115993 7.92866e-05
100 20 0.0653259 5.4354e-05
100 50 0.0292097 2.68221e-05
100 100 0.0157899 1.9169e-05
100 200 0.0101266 2.13557e-05
100 500 0.00432466 7.96863e-06
100 1000 0.00227393 4.1149e-06
100 2000 0.00119114 2.39344e-06
100 5000 0.00049999 1.49381e-06
100 10000 0.000258604 1.27583e-06
200 1 0.533307 0.000184829
200 2 0.370185 0.000141785
200 5 0.198874 0.000113133
200 10 0.115634 6.62114e-05
200 20 0.0648365 5.79174e-05
200 50 0.0290937 2.67094e-05
200 100 0.0155824 1.63398e-05
200 200 0.00839557 1.43393e-05
200 500 0.00416672 8.39906e-06
200 1000 0.00221166 5.3627e-06
200 2000 0.00117542 3.78186e-06
200 5000 0.000498807 1.67909e-06
200 10000 0.000258843 1.33497e-06
500 1 0.533093 0.000181991
500 2 0.369883 0.000122356
500 5 0.198554 0.000110065
500 10 0.115271 6.29988e-05
500 20 0.0644165 4.53719e-05
500 50 0.0289596 3.66492e-05
500 100 0.0154866 2.4695e-05
500 200 0.00850631 1.78906e-05
500 500 0.00356287 7.47976e-06
500 1000 0.00238394 6.45927e-06
500 2000 0.00122197 4.20009e-06
500 5000 0.00050308 2.08632e-06
500 10000 0.000256822 1.2576e-06
1000 1 0.533031 0.000110474
1000 2 0.369892 0.000132602
1000 5 0.198449 7.41911e-05
1000 10 0.115134 6.23668e-05
1000 20 0.0642822 5.07911e-05
1000 50 0.0287476 3.21447e-05
1000 100 0.015449 2.1978e-05
1000 200 0.00816761 1.26557e-05
1000 500 0.00348087 5.35891e-06
1000 1000 0.00183386 5.6281e-06
1000 2000 0.00122593 1.95864e-06
1000 5000 0.000477596 2.53215e-06
1000 10000 0.000262235 1.33642e-06
2000 1 0.532923 0.00011285
2000 2 0.369687 0.00016463
2000 5 0.198318 0.000126572
2000 10 0.115049 6.97984e-05
2000 20 0.0642071 5.06592e-05
2000 50 0.0286604 3.50375e-05
2000 100 0.0153337 2.44983e-05
2000 200 0.00815712 1.2212e-05
2000 500 0.00346646 7.74159e-06
2000 1000 0.00180696 3.88814e-06
2000 2000 0.000942357 3.19979e-06
2000 5000 0.000453204 1.11725e-06
2000 10000 0.000244003 1.06763e-06
5000 1 0.532843 0.000194617
5000 2 0.369604 0.000142973
5000 5 0.198259 9.82099e-05
5000 10 0.114932 6.90602e-05
5000 20 0.0641118 5.57858e-05
5000 50 0.028594 3.12443e-05
5000 100 0.0152718 2.5062e-05
5000 200 0.00808653 1.59876e-05
5000 500 0.00347019 6.9602e-06
5000 1000 0.0018067 3.79092e-06
5000 2000 0.000978613 2.51663e-06
5000 5000 0.000392308 1.15107e-06
5000 10000 0.000260858 9.03081e-07
10000 1 0.532864 0.000108704
10000 2 0.36959 0.000118524
10000 5 0.198239 7.42032e-05
10000 10 0.114953 8.10058e-05
10000 20 0.0641218 5.18345e-05
10000 50 0.0285833 3.40904e-05
10000 100 0.0152561 2.31813e-05
10000 200 0.00807082 1.14306e-05
10000 500 0.00345086 6.97083e-06
10000 1000 0.00180722 3.82584e-06
10000 2000 0.000937807 1.81204e-06
10000 5000 0.000391368 1.1043e-06
10000 10000 0.000202456 7.29299e-07
